日期维度,业务大类,业务,产品,城市,金额区间,交易笔数,交易金额
2025/3/16,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,21,45424.32
2025/3/16,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,24,51187
2025/3/16,惠居,省心租,支付宝APP,西安,c 1000-5000,307,657229.61
2025/3/16,惠居,省心租,聚分期,西安,c 1000-5000,1,2090
2025/3/16,惠居,省心租,快捷,西安,c 1000-5000,13,25592
2025/3/16,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,9,23602.9
2025/3/16,惠居,省心租,微信小程序,西安,c 1000-5000,499,1030987.4
2025/3/16,惠居,省心租,云闪付小程序,西安,d 5000-10000,5,33438
2025/3/16,惠居,省心租,支付宝APP,西安,d 5000-10000,29,214042.6
2025/3/16,惠居,省心租,快捷,西安,d 5000-10000,1,8877
2025/3/16,惠居,省心租,微信小程序,西安,d 5000-10000,35,247159.84
2025/3/16,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,1,6804
2025/3/16,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,4,28875
2025/3/16,惠居,省心租,支付宝APP,西安,e 10000-20000,3,33660
2025/3/16,惠居,省心租,微信小程序,西安,e 10000-20000,1,10447
2025/3/17,惠居,省心租,云闪付小程序,西安,a <500,1,110
2025/3/17,惠居,省心租,贝易转网银转账收款,西安,a <500,7,14.01
2025/3/17,惠居,省心租,支付宝APP,西安,a <500,3,297.27
2025/3/17,惠居,省心租,微信小程序,西安,a <500,5,1181.3
2025/3/17,惠居,省心租,支付宝花呗分期,西安,b 500-1000,1,960.5
2025/3/17,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,870
2025/3/17,惠居,省心租,支付宝APP,西安,b 500-1000,9,5719.5
2025/3/17,惠居,省心租,微信小程序,西安,b 500-1000,8,5456.5
2025/3/17,惠居,省心租,云闪付小程序,西安,b 500-1000,1,717.1
2025/3/17,惠居,省心租,快捷,西安,c 1000-5000,9,18078
2025/3/17,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,43,94564.03
2025/3/17,惠居,省心租,云闪付小程序,西安,c 1000-5000,46,101291.06
2025/3/17,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,24,51065.3
2025/3/17,惠居,省心租,支付宝APP,西安,c 1000-5000,338,719259.13
2025/3/17,惠居,省心租,微信小程序,西安,c 1000-5000,484,983104.78
2025/3/17,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,10,22268
2025/3/17,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,4,29445.12
2025/3/17,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,3,19929
2025/3/17,惠居,省心租,支付宝APP,西安,d 5000-10000,46,316304.62
2025/3/17,惠居,省心租,微信小程序,西安,d 5000-10000,27,181022.54
2025/3/17,惠居,省心租,贝易转直联收款至银行,西安,e 10000-20000,1,11340
2025/3/17,惠居,省心租,微信小程序,西安,e 10000-20000,1,10044
2025/3/17,惠居,省心租,支付宝APP,西安,e 10000-20000,2,20433
2025/3/18,惠居,省心租,贝易转网银转账收款,西安,a <500,3,12
2025/3/18,惠居,省心租,支付宝APP,西安,a <500,1,190
2025/3/18,惠居,省心租,支付宝APP,西安,b 500-1000,7,5372.5
2025/3/18,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,3,1500
2025/3/18,惠居,省心租,微信小程序,西安,b 500-1000,12,8883
2025/3/18,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,9,17670
2025/3/18,惠居,省心租,快捷,西安,c 1000-5000,5,10544
2025/3/18,惠居,省心租,云闪付小程序,西安,c 1000-5000,48,94491.6
2025/3/18,惠居,省心租,微信小程序,西安,c 1000-5000,498,1056901.78
2025/3/18,惠居,省心租,支付宝APP,西安,c 1000-5000,305,626645.8
2025/3/18,惠居,省心租,聚分期,西安,c 1000-5000,1,2090
2025/3/18,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,33,67134.07
2025/3/18,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,25,52413
2025/3/18,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,1,9720
2025/3/18,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,4,25659
2025/3/18,惠居,省心租,微信小程序,西安,d 5000-10000,18,127879.26
2025/3/18,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,7,46451.4
2025/3/18,惠居,省心租,支付宝APP,西安,d 5000-10000,21,152643.6
2025/3/18,惠居,省心租,快捷,西安,d 5000-10000,1,7128
2025/3/18,惠居,省心租,云闪付小程序,西安,d 5000-10000,3,20802
2025/3/18,惠居,省心租,支付宝APP,西安,e 10000-20000,4,44262
2025/3/18,惠居,省心租,微信小程序,西安,e 10000-20000,2,21020
2025/3/18,惠居,省心租,云闪付小程序,西安,e 10000-20000,1,10137
2025/1/1,惠居,省心租,贝易转网银转账收款,武汉,a <500,2,9
2025/1/1,惠居,省心租,支付宝APP,武汉,a <500,2,142.03
2025/1/1,惠居,省心租,微信小程序,武汉,a <500,1,139.34
2025/1/1,惠居,省心租,微信小程序,武汉,b 500-1000,2,1407.2
2025/1/1,惠居,省心租,支付宝APP,武汉,b 500-1000,6,3485
2025/1/1,惠居,省心租,快捷,武汉,c 1000-5000,3,6689.3
2025/1/1,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,3,6048
2025/1/1,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,19,43935
2025/1/1,惠居,省心租,云闪付小程序,武汉,c 1000-5000,6,13752
2025/1/1,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,10,23218
2025/1/1,惠居,省心租,微信小程序,武汉,c 1000-5000,131,274831.9
2025/1/1,惠居,省心租,支付宝APP,武汉,c 1000-5000,174,370282.12
2025/1/1,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,2,16668
2025/1/1,惠居,省心租,支付宝花呗分期,武汉,d 5000-10000,2,10206
2025/1/1,惠居,省心租,微信小程序,武汉,d 5000-10000,4,31278
2025/1/1,惠居,省心租,支付宝APP,武汉,d 5000-10000,20,146268.42
2025/1/1,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,1,8346
2025/1/1,惠居,省心租,微信小程序,武汉,e 10000-20000,3,31446
2025/1/1,惠居,省心租,贝易转网银转账收款,武汉,e 10000-20000,1,11664
2025/1/1,惠居,省心租,支付宝花呗分期,武汉,e 10000-20000,1,10692
2025/1/1,惠居,省心租,支付宝APP,武汉,e 10000-20000,4,45603
2025/1/2,惠居,省心租,微信小程序,武汉,a <500,2,144
2025/1/2,惠居,省心租,贝易转网银转账收款,武汉,a <500,2,209
2025/1/2,惠居,省心租,支付宝APP,武汉,b 500-1000,16,11489.74
2025/1/2,惠居,省心租,微信小程序,武汉,b 500-1000,4,2346
2025/1/2,惠居,省心租,支付宝APP,武汉,c 1000-5000,176,402743
2025/1/2,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,23,54750.36
2025/1/2,惠居,省心租,快捷,武汉,c 1000-5000,5,11070
2025/1/2,惠居,省心租,云闪付小程序,武汉,c 1000-5000,1,2220
2025/1/2,惠居,省心租,微信小程序,武汉,c 1000-5000,120,267225.5
2025/1/2,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,5,10841
2025/1/2,惠居,省心租,聚分期,武汉,c 1000-5000,1,2420
2025/1/2,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,16,35362.4
2025/1/2,惠居,省心租,支付宝APP,武汉,d 5000-10000,33,238158
2025/1/2,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,4,29137.5
2025/1/2,惠居,省心租,微信小程序,武汉,d 5000-10000,6,42286
2025/1/2,惠居,省心租,云闪付小程序,武汉,d 5000-10000,2,12474
2025/1/2,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,1,6966
2025/1/2,惠居,省心租,快捷,武汉,d 5000-10000,1,7452
2025/1/2,惠居,省心租,支付宝APP,武汉,e 10000-20000,3,33921
2025/1/2,惠居,省心租,微信小程序,武汉,e 10000-20000,1,10914
2025/1/3,惠居,省心租,贝易转网银转账收款,武汉,a <500,2,5
2025/1/3,惠居,省心租,银联线上支付,武汉,a <500,1,475
2025/1/3,惠居,省心租,微信小程序,武汉,a <500,2,248.89
2025/1/3,惠居,省心租,支付宝APP,武汉,a <500,1,91.18
2025/1/3,惠居,省心租,微信小程序,武汉,b 500-1000,4,3282
2025/1/3,惠居,省心租,支付宝APP,武汉,b 500-1000,7,4218
2025/1/3,惠居,省心租,快捷,武汉,c 1000-5000,3,6480
2025/1/3,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,13,27057.8
2025/1/3,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,18,37767.2
2025/1/3,惠居,省心租,聚分期,武汉,c 1000-5000,1,1836
2025/1/3,惠居,省心租,支付宝APP,武汉,c 1000-5000,149,344512.34
2025/1/3,惠居,省心租,微信小程序,武汉,c 1000-5000,132,283670
2025/1/3,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,1,1944
2025/1/3,惠居,省心租,云闪付小程序,武汉,c 1000-5000,2,3780
2025/1/3,惠居,省心租,微信小程序,武汉,d 5000-10000,14,102041
2025/1/3,惠居,省心租,快捷,武汉,d 5000-10000,1,7700
2025/1/3,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,1,5022
2025/1/3,惠居,省心租,支付宝APP,武汉,d 5000-10000,19,142411.44
2025/1/3,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,1,8100
2025/1/3,惠居,省心租,支付宝APP,武汉,e 10000-20000,4,47268
2025/1/3,惠居,省心租,微信小程序,武汉,e 10000-20000,3,34344
2025/1/3,惠居,省心租,贝易转网银转账收款,武汉,e 10000-20000,2,23328
2025/1/3,惠居,省心租,云闪付小程序,武汉,e 10000-20000,1,10044
2025/1/4,惠居,省心租,贝易转网银转账收款,武汉,a <500,2,7
2025/1/4,惠居,省心租,支付宝APP,武汉,a <500,2,100.61
2025/1/4,惠居,省心租,微信APP,武汉,b 500-1000,1,577.3
2025/1/4,惠居,省心租,支付宝APP,武汉,b 500-1000,9,5339
2025/1/4,惠居,省心租,微信小程序,武汉,b 500-1000,2,1005
2025/1/4,惠居,省心租,云闪付小程序,武汉,c 1000-5000,1,1944
2025/1/4,惠居,省心租,支付宝APP,武汉,c 1000-5000,124,293471.8
2025/1/4,惠居,省心租,微信APP,武汉,c 1000-5000,1,1700
2025/1/4,惠居,省心租,微信小程序,武汉,c 1000-5000,161,328042.8
2025/1/4,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,15,34455
2025/1/4,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,12,28126.2
2025/1/4,惠居,省心租,快捷,武汉,c 1000-5000,3,4140
2025/1/4,惠居,省心租,银联线上支付,武汉,c 1000-5000,1,1300
2025/1/4,惠居,省心租,支付宝花呗分期,武汉,d 5000-10000,2,15445.5
2025/1/4,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,5,37323
2025/1/4,惠居,省心租,微信小程序,武汉,d 5000-10000,6,38298.1
2025/1/4,惠居,省心租,支付宝APP,武汉,d 5000-10000,19,146998.2
2025/1/4,惠居,省心租,支付宝APP,武汉,e 10000-20000,3,31404
2025/1/4,惠居,省心租,银联线上支付,武汉,e 10000-20000,1,12742.15
2025/1/4,惠居,省心租,微信小程序,武汉,e 10000-20000,1,11016
2025/1/5,惠居,省心租,微信小程序,武汉,a <500,1,83.5
2025/1/5,惠居,省心租,支付宝APP,武汉,a <500,3,449.86
2025/1/5,惠居,省心租,贝易转直联收款至银行,武汉,b 500-1000,1,740
2025/1/5,惠居,省心租,支付宝APP,武汉,b 500-1000,2,1296
2025/1/5,惠居,省心租,微信小程序,武汉,b 500-1000,3,1788
2025/1/5,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,10,23200.74
2025/1/5,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,10,24160.5
2025/1/5,惠居,省心租,快捷,武汉,c 1000-5000,3,6426
2025/1/5,惠居,省心租,云闪付小程序,武汉,c 1000-5000,3,8046
2025/1/5,惠居,省心租,微信APP,武汉,c 1000-5000,1,1100
2025/1/5,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,1,1890
2025/1/5,惠居,省心租,支付宝APP,武汉,c 1000-5000,137,303479.58
2025/1/5,惠居,省心租,微信小程序,武汉,c 1000-5000,144,309873.62
2025/1/5,惠居,省心租,支付宝APP,武汉,d 5000-10000,21,151161.3
2025/1/5,惠居,省心租,微信小程序,武汉,d 5000-10000,7,48905.5
2025/1/5,惠居,省心租,云闪付小程序,武汉,d 5000-10000,1,6741
2025/1/5,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,5,33737
2025/1/5,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,2,13284
2025/1/5,惠居,省心租,微信小程序,武汉,e 10000-20000,1,11220
2025/1/5,惠居,省心租,贝易转直联收款至银行,武汉,e 10000-20000,1,13284
2025/1/5,惠居,省心租,支付宝APP,武汉,e 10000-20000,2,20610
2025/1/6,惠居,省心租,贝易转网银转账收款,武汉,a <500,2,5
2025/1/6,惠居,省心租,支付宝APP,武汉,a <500,1,79.81
2025/1/6,惠居,省心租,微信小程序,武汉,a <500,2,180.83
2025/1/6,惠居,省心租,微信小程序,武汉,b 500-1000,6,3606
2025/1/6,惠居,省心租,支付宝APP,武汉,b 500-1000,7,3959.05
2025/1/6,惠居,省心租,贝易转直联收款至银行,武汉,b 500-1000,2,1516
2025/1/6,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,18,35900
2025/1/6,惠居,省心租,快捷,武汉,c 1000-5000,5,9642
2025/1/6,惠居,省心租,云闪付小程序,武汉,c 1000-5000,3,6588
2025/1/6,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,9,23220
2025/1/6,惠居,省心租,微信小程序,武汉,c 1000-5000,147,331222.8
2025/1/6,惠居,省心租,支付宝APP,武汉,c 1000-5000,120,271696.28
2025/1/6,惠居,省心租,微信小程序,武汉,d 5000-10000,9,68392.8
2025/1/6,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,1,6901.5
2025/1/6,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,2,12480.3
2025/1/6,惠居,省心租,支付宝APP,武汉,d 5000-10000,18,139510.5
2025/1/6,惠居,省心租,支付宝花呗分期,武汉,d 5000-10000,1,5280
2025/1/6,惠居,省心租,支付宝APP,武汉,e 10000-20000,3,32168.4
2025/1/6,惠居,省心租,微信小程序,武汉,e 10000-20000,1,12960
2025/1/7,惠居,省心租,微信小程序,武汉,a <500,1,270
2025/1/7,惠居,省心租,微信小程序,武汉,b 500-1000,1,500
2025/1/7,惠居,省心租,支付宝APP,武汉,b 500-1000,1,600
2025/1/7,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,10,22522
2025/1/7,惠居,省心租,POS刷卡,武汉,c 1000-5000,1,3600
2025/1/7,惠居,省心租,支付宝APP,武汉,c 1000-5000,117,264211.24
2025/1/7,惠居,省心租,微信小程序,武汉,c 1000-5000,143,320705.2
2025/1/7,惠居,省心租,快捷,武汉,c 1000-5000,7,18056
2025/1/7,惠居,省心租,云闪付小程序,武汉,c 1000-5000,1,1728
2025/1/7,惠居,省心租,聚分期,武汉,c 1000-5000,1,2376
2025/1/7,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,8,18646
2025/1/7,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,4,9600
2025/1/7,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,1,5670
2025/1/7,惠居,省心租,支付宝APP,武汉,d 5000-10000,22,153494
2025/1/7,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,2,16848
2025/1/7,惠居,省心租,POS刷卡,武汉,d 5000-10000,1,9720
2025/1/7,惠居,省心租,微信小程序,武汉,d 5000-10000,13,91501.4
2025/1/7,惠居,省心租,云闪付小程序,武汉,d 5000-10000,1,7452
2025/1/7,惠居,省心租,微信小程序,武汉,e 10000-20000,2,24138
2025/1/7,惠居,省心租,POS刷卡,武汉,e 10000-20000,1,11880
2025/1/7,惠居,省心租,支付宝APP,武汉,e 10000-20000,1,11235
2025/1/7,惠居,省心租,贝易转网银转账收款,武汉,e 10000-20000,2,22347
2025/1/8,惠居,省心租,POS扫微信付款码,武汉,a <500,1,156.67
2025/1/8,惠居,省心租,微信小程序,武汉,b 500-1000,2,1400
2025/1/8,惠居,省心租,支付宝APP,武汉,b 500-1000,7,4187.77
2025/1/8,惠居,省心租,快捷,武汉,c 1000-5000,2,6490
2025/1/8,惠居,省心租,微信小程序,武汉,c 1000-5000,128,274188.13
2025/1/8,惠居,省心租,支付宝APP,武汉,c 1000-5000,151,341729.2
2025/1/8,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,12,25790
2025/1/8,惠居,省心租,聚分期,武汉,c 1000-5000,2,6750
2025/1/8,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,3,6930
2025/1/8,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,10,21546
2025/1/8,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,3,25024.5
2025/1/8,惠居,省心租,微信小程序,武汉,d 5000-10000,17,110950.5
2025/1/8,惠居,省心租,支付宝APP,武汉,d 5000-10000,21,154933.2
2025/1/9,惠居,省心租,微信小程序,武汉,a <500,1,348
2025/1/9,惠居,省心租,支付宝APP,武汉,a <500,4,1271
2025/1/9,惠居,省心租,微信小程序,武汉,b 500-1000,5,2544
2025/1/9,惠居,省心租,支付宝APP,武汉,b 500-1000,3,1700
2025/1/9,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,11,27362.5
2025/1/9,惠居,省心租,快捷,武汉,c 1000-5000,1,2640
2025/1/9,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,4,9846
2025/1/9,惠居,省心租,微信小程序,武汉,c 1000-5000,129,288100.06
2025/1/9,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,12,27514
2025/1/9,惠居,省心租,支付宝APP,武汉,c 1000-5000,145,322990.1
2025/1/9,惠居,省心租,微信小程序,武汉,d 5000-10000,8,61187.64
2025/1/9,惠居,省心租,快捷,武汉,d 5000-10000,2,16110
2025/1/9,惠居,省心租,支付宝APP,武汉,d 5000-10000,11,86122.8
2025/1/9,惠居,省心租,贝易转直联收款至银行,武汉,d 5000-10000,4,27540
2025/1/9,惠居,省心租,支付宝花呗分期,武汉,d 5000-10000,1,6741
2025/1/9,惠居,省心租,贝易转网银转账收款,武汉,d 5000-10000,2,13260
2025/1/9,惠居,省心租,支付宝APP,武汉,e 10000-20000,1,10176
2025/1/9,惠居,省心租,微信小程序,武汉,e 10000-20000,3,33246
2025/1/10,惠居,省心租,支付宝APP,武汉,a <500,4,991.32
2025/1/10,惠居,省心租,微信小程序,武汉,a <500,1,17.75
2025/1/10,惠居,省心租,POS扫微信付款码,武汉,a <500,1,0.07
2025/1/10,惠居,省心租,贝易转网银转账收款,武汉,a <500,4,13
2025/1/10,惠居,省心租,微信小程序,武汉,b 500-1000,3,1963.5
2025/1/10,惠居,省心租,支付宝APP,武汉,b 500-1000,2,1506
2025/1/10,惠居,省心租,贝易转网银转账收款,武汉,b 500-1000,2,1073.5
2025/1/10,惠居,省心租,云闪付小程序,武汉,c 1000-5000,4,7280.5
2025/1/10,惠居,省心租,微信APP,武汉,c 1000-5000,1,3400
2025/1/10,惠居,省心租,微信小程序,武汉,c 1000-5000,185,387504
2025/1/10,惠居,省心租,支付宝APP,武汉,c 1000-5000,190,411058.86
2025/1/10,惠居,省心租,快捷,武汉,c 1000-5000,7,18433
2025/1/10,惠居,省心租,支付宝花呗分期,武汉,c 1000-5000,2,3547.8
2025/1/10,惠居,省心租,贝易转网银转账收款,武汉,c 1000-5000,28,67434.2
2025/1/10,惠居,省心租,贝易转直联收款至银行,武汉,c 1000-5000,22,43650.2
2025/1/10,惠居,省心租,支付宝APP,武汉,d 5000-10000,18,134568
2025/1/10,惠居,省心租,云闪付小程序,武汉,d 5000-10000,1,8100
